timestamp,approach,turn,length_ft,speed_mph,phase,light,seconds_of_light_state,seconds_since_green,recent_free_flow_speed_mph,calibration_free_flow_speed_mph,include_in_approach_data,zone_id
20210213T084618.8,E,S,11,26,2,G,6.58,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T084756.8,E,R,11,9,2,G,104.05,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T084807.6,E,S,13,29,2,G,114.77,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T084900.0,E,S,11,26,2,G,7.67,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T085006.3,E,S,11,20,2,G,73.65,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T085003.8,E,S,12,26,2,G,71.21,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T085002.5,E,S,11,26,2,G,69.90,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T085007.1,E,S,11,30,2,G,74.52,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T085100.7,E,S,11,33,2,G,127.89,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T085152.8,E,S,11,31,2,G,179.68,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T085203.1,E,S,12,27,2,G,189.91,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T085207.3,E,S,11,27,2,G,194.13,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T085414.4,E,S,11,1,2,G,2.25,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T085502.7,E,S,11,31,2,G,50.32,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T085505.1,E,S,12,31,2,G,52.67,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T085718.6,E,S,14,23,2,G,185.52,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T085822.4,E,S,13,7,2,G,5.43,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T085825.7,E,S,14,8,2,G,8.76,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T085936.5,E,S,11,62,2,G,4.24,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T085936.5,E,S,12,2,2,G,4.24,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T085939.6,E,S,17,8,2,G,7.31,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T090036.4,E,S,12,30,2,G,63.84,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T090131.4,E,S,11,27,2,G,118.56,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T090400.8,E,S,16,15,2,G,267.24,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T090459.7,E,S,11,36,2,G,325.85,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T090519.5,E,S,22,30,2,G,345.52,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T090709.5,E,S,15,25,2,G,454.96,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T090855.7,E,S,13,1,2,G,3.39,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T091026.7,E,S,12,25,2,G,93.93,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T091035.9,E,S,11,28,2,G,103.07,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T091136.2,E,S,11,6,2,G,3.97,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T091139.3,E,S,11,7,2,G,7.09,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T091142.0,E,S,12,15,2,G,9.79,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T091156.5,E,S,11,27,2,G,24.20,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T091250.4,E,S,14,0,2,R,20.00,23.06,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T091330.9,E,S,12,21,2,G,38.46,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T091344.2,E,S,11,34,2,G,51.69,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T091440.9,E,S,11,27,2,G,108.12,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T091458.3,E,S,11,29,2,G,125.37,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T091536.0,E,S,17,6,2,G,3.84,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T091600.6,E,S,6,19,2,G,28.28,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T091608.6,E,S,13,23,2,G,36.26,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T091633.3,E,S,17,27,2,G,60.82,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T091848.9,E,S,15,28,2,G,195.77,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T091936.3,E,S,14,4,2,G,4.01,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092027.7,E,S,11,30,2,G,55.14,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092036.8,E,S,17,18,2,G,64.18,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092113.8,E,S,11,30,2,G,101.02,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092157.2,E,S,11,22,2,G,144.25,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092157.8,E,S,19,29,2,G,144.79,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092321.9,E,S,13,34,2,G,228.52,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092358.5,E,S,16,11,2,G,264.94,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092357.1,E,R,11,7,2,G,263.54,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092453.6,E,S,11,28,2,G,319.76,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092514.0,E,S,11,22,2,G,340.04,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092550.3,E,S,13,16,2,R,0.11,3.16,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092632.3,E,S,14,24,2,G,19.98,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092635.5,E,S,14,25,2,G,23.09,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092640.2,E,R,11,5,2,G,27.77,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092714.8,E,S,15,26,2,G,62.23,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092721.4,E,S,11,22,2,G,68.84,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092719.8,E,S,11,23,2,G,67.19,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092721.9,E,S,14,33,2,G,69.27,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092801.7,E,S,12,16,2,G,108.92,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092857.5,E,S,11,1,2,G,5.33,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092915.3,E,S,11,38,2,G,23.04,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T092950.8,E,S,13,16,2,G,58.37,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093012.8,E,S,24,39,2,G,80.24,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093045.5,E,S,11,26,2,G,112.75,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093130.5,E,S,11,38,2,G,157.57,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093209.5,E,S,11,24,2,G,196.36,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093255.4,E,S,16,33,2,G,242.04,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093259.4,E,S,13,33,2,G,246.03,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093306.4,E,S,16,24,2,G,253.00,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093311.2,E,S,11,20,2,G,257.78,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093623.1,E,S,11,34,2,G,448.69,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093656.4,E,S,11,4,2,G,4.09,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093741.2,E,S,11,23,2,G,48.77,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093741.9,E,S,14,30,2,G,49.43,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093744.2,E,S,11,19,2,G,51.67,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093744.4,E,S,11,19,2,G,51.90,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093753.2,E,S,11,5,2,R,3.09,6.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093844.5,E,S,16,35,2,G,32.13,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093848.8,E,S,13,18,2,G,36.48,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093851.5,E,S,11,25,2,G,39.07,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093856.5,E,S,11,25,2,G,44.09,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093909.1,E,S,12,18,2,G,56.67,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093911.0,E,S,11,23,2,G,58.56,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093914.5,E,S,13,29,2,G,62.03,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T093913.9,E,S,17,26,2,G,61.38,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094016.3,E,S,16,23,2,G,123.54,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094018.9,E,S,14,31,2,G,126.04,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094111.1,E,S,11,24,2,G,18.76,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094122.2,E,S,19,22,2,G,29.81,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094123.1,E,S,11,35,2,G,30.68,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094150.0,E,S,11,31,2,Y,2.80,2.80,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094150.8,E,S,14,47,2,R,0.67,3.58,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094218.4,E,S,11,30,2,G,6.11,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094325.2,E,S,11,18,2,G,72.65,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094322.3,E,S,11,24,2,G,69.76,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094325.6,E,S,16,28,2,G,72.98,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094421.9,E,S,14,32,2,G,129.03,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094423.8,E,S,13,25,2,G,130.93,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094430.0,E,S,13,30,2,Y,2.68,2.68,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094502.9,E,S,14,22,2,G,10.61,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094650.0,E,S,11,27,2,G,117.21,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094657.2,E,S,11,20,2,G,124.30,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094659.7,E,S,12,17,2,G,126.82,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094701.5,E,S,15,20,2,G,128.60,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094815.5,E,S,12,28,2,G,202.25,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094857.6,E,S,16,5,2,G,5.27,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T094948.8,E,S,12,27,2,Y,1.59,1.59,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095016.2,E,S,13,3,2,G,3.92,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095019.6,E,S,11,4,2,G,7.38,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095156.2,E,S,11,26,2,G,23.89,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095200.4,E,S,16,24,2,G,27.99,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095203.8,E,S,12,27,2,G,31.37,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095336.0,E,S,12,26,2,G,43.48,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095341.5,E,S,13,24,2,G,49.04,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095423.1,E,S,13,23,2,G,10.85,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095726.3,E,S,11,25,2,G,32.76,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095732.3,E,S,14,19,2,G,38.68,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095736.2,E,R,11,8,2,G,42.55,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095740.5,E,S,11,27,2,G,46.91,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095844.9,E,S,23,24,2,G,32.54,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095851.8,E,S,15,25,2,G,39.38,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095854.4,E,S,11,16,2,G,41.95,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095937.4,E,S,14,23,2,G,4.95,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095939.5,E,S,12,19,2,G,7.04,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095945.3,E,S,14,29,2,G,12.83,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095949.8,E,S,15,25,2,G,17.34,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T095955.1,E,S,12,26,2,G,22.55,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100004.8,E,S,11,27,2,G,32.26,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100009.5,E,S,11,15,2,G,36.89,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100054.9,E,S,11,2,2,G,2.68,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100104.7,E,S,11,24,2,G,12.37,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100127.0,E,S,18,16,2,G,34.57,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100129.6,E,S,13,22,2,G,37.21,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100219.4,E,S,13,6,2,G,3.64,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100224.0,E,S,11,15,2,G,8.29,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100221.5,E,S,17,10,2,G,5.80,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100223.2,E,S,11,14,2,G,7.40,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100310.3,E,S,11,15,2,Y,2.96,2.96,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100308.6,E,S,11,29,2,Y,1.26,1.26,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100310.9,E,S,14,30,2,R,0.56,3.52,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100404.7,E,S,12,21,2,G,32.26,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100406.8,E,S,11,22,2,G,34.38,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100416.8,E,S,12,24,2,G,44.31,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100535.3,E,S,16,20,2,G,42.85,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100537.6,E,S,11,23,2,G,45.16,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100539.3,E,S,14,24,2,G,46.84,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100558.7,E,S,11,28,2,G,66.16,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100559.2,E,S,16,34,2,G,66.69,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100651.2,E,S,11,23,2,G,118.38,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100748.5,E,S,12,33,2,G,16.06,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100805.1,E,S,11,19,2,G,32.51,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100855.7,E,S,14,2,2,G,3.47,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T100859.1,E,S,15,7,2,G,6.83,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T101024.8,E,S,11,0,2,G,7.43,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T101027.9,E,S,16,11,2,G,10.52,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T101103.1,E,S,14,25,2,G,45.60,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T101300.7,E,S,14,1,2,G,3.37,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T101420.4,E,S,11,26,2,G,82.68,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T101712.2,E,S,14,23,2,G,19.84,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T101714.7,E,S,12,30,2,G,22.32,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T101720.0,E,R,11,7,2,G,27.58,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T101723.8,E,S,12,8,2,G,31.36,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T101727.8,E,S,12,16,2,G,35.36,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T101728.8,E,S,14,9,2,G,36.37,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T101816.5,E,S,13,25,2,G,4.23,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T101851.4,E,S,17,20,2,G,38.95,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T101938.4,E,S,11,1,2,G,4.91,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T101944.7,E,S,11,23,2,G,11.08,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T102012.4,E,S,11,22,2,G,38.67,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T102102.5,E,S,15,23,2,G,10.18,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T102239.7,E,S,15,26,2,G,106.82,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T102435.8,E,S,14,26,2,G,222.37,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T102443.1,E,S,11,30,2,G,229.63,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T102517.2,E,S,11,34,2,G,263.62,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T102615.5,E,S,11,0,2,G,3.19,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T102643.5,E,S,14,12,2,G,31.05,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T102744.9,E,S,14,25,2,G,92.17,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T102746.0,E,S,14,24,2,G,93.25,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T102809.3,E,S,12,3,2,G,116.45,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T102811.4,E,S,11,17,2,G,118.55,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T102856.7,E,S,6,18,2,G,4.31,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T102953.3,E,S,18,28,2,G,60.62,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103020.8,E,S,15,27,2,G,88.04,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103038.3,E,S,14,20,2,G,105.38,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103038.6,E,S,14,26,2,G,105.74,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103137.6,E,S,11,5,2,G,3.19,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103144.0,E,S,15,13,2,G,9.54,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103141.2,E,S,18,8,2,G,6.77,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103147.0,E,S,11,17,2,G,12.60,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103213.4,E,S,11,20,2,G,38.83,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103309.0,E,S,11,26,2,G,94.18,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103321.3,E,S,11,27,2,G,106.44,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103323.6,E,S,13,28,2,G,108.71,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103330.9,E,S,11,20,2,G,115.93,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103417.3,E,S,11,27,2,G,5.03,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103536.2,E,S,11,4,2,G,3.89,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103618.3,E,S,11,22,2,G,45.76,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103618.7,E,S,15,31,2,G,46.14,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103625.0,E,S,15,23,2,G,52.42,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103702.0,E,S,11,0,2,G,9.66,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103703.9,E,S,11,9,2,G,11.64,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103815.6,E,S,14,0,2,G,3.23,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103818.4,E,S,13,10,2,G,5.96,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103820.5,E,S,16,12,2,G,8.12,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103824.0,E,S,13,14,2,G,11.59,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103834.1,E,S,11,20,2,G,21.65,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103842.0,E,S,11,23,2,G,29.55,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103842.8,E,S,14,31,2,G,30.31,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103844.7,E,S,11,27,2,G,32.22,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103941.8,E,S,13,1,2,G,4.62,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103948.3,E,S,12,12,2,G,11.06,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103947.7,E,S,17,12,2,G,10.50,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T103945.1,E,S,11,8,2,G,7.92,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T104002.2,E,S,12,25,2,G,24.92,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T104056.7,E,S,11,20,2,G,4.49,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T104112.2,E,S,19,31,2,G,19.84,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T104126.2,E,S,11,20,2,G,33.79,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T104121.2,E,S,11,36,2,G,28.81,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T104126.7,E,S,12,26,2,G,34.34,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T104226.9,E,S,14,29,2,G,94.23,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T104230.1,E,S,14,20,2,G,97.42,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T104309.4,E,S,11,31,2,G,136.50,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T104330.8,E,S,11,26,2,G,157.80,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T104331.5,E,S,15,26,2,G,158.50,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T104333.8,E,S,12,23,2,G,160.85,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T104408.6,E,S,11,38,2,G,195.40,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T104456.8,E,S,6,0,2,G,4.41,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T104503.2,E,S,11,7,2,G,10.75,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T104500.7,E,S,11,7,2,G,8.32,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
20210213T104505.7,E,S,11,14,2,G,13.30,0.00,24,23,1,36e5f8dff3064e2bad74bd461c09e3c2
